text,label,source,is_synthetic
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",0,uci_public,False
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,1,uci_public,False
Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,0,uci_public,False
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,1,kaggle_public,False
ከ Telebirr: 500.00 ETB ለ Marta Tadesse (0911***891) ተልኳል። Transaction ID: TX92825073. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic,True
I'm home. Doc gave me pain meds says everything is fine.,0,uci_public,False
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",0,uci_public,False
Nope watching tv at home... Not going out. V bored...,0,uci_public,False
"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",0,uci_public,False
Then ur sis how?,0,uci_public,False
What u talking bout early morning? It's almost noon where your at!,0,uci_public,False
Urgent Telebirr Alert: Your wallet is suspended due to unverified KYC. Click here to update immediately: http://cbe-online-fix.info/verify,1,local_synthetic,True
"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",1,kaggle_public,False
I sent them. Do you like?,0,uci_public,False
Are you going to write ccna exam this week??,0,uci_public,False
Am also doing in cbe only. But have to pay.,0,uci_public,False
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",0,uci_public,False
No no:)this is kallis home ground.amla home town is durban:),0,uci_public,False
Oh that was a forwarded message. I thought you send that to me,0,uci_public,False
I'll let you know when it kicks in,0,uci_public,False
I've got it down to a tea. not sure which flavour,0,uci_public,False
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,1,uci_public,False
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0,uci_public,False
Can Ã¼ all decide faster cos my sis going home liao..,0,uci_public,False
Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,0,kaggle_public,False
No plans yet. What are you doing ?,0,uci_public,False
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",0,uci_public,False
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX97693562. Thank you for using Ethio Telecom.,0,local_synthetic,True
"Aight, I'm chillin in a friend's room so text me when you're on the way",0,uci_public,False
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX91287871. Thank you for using Ethio Telecom.,0,local_synthetic,True
I told your number to gautham..,0,uci_public,False
Po de :-):):-):-):-). No need job aha.,0,uci_public,False
"When you get free, call me",0,uci_public,False
Urgent! Please call 09061213237 from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,1,uci_public,False
ከ Telebirr: 500.00 ETB ለ Tigist Alemu (0911***127) ተልኳል። Transaction ID: TX27084386. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic,True
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,kaggle_public,False
Okay... I booked all already... Including the one at bugis.,0,uci_public,False
ከ Telebirr: 500.00 ETB ለ Abebe Kebede (0911***371) ተልኳል። Transaction ID: TX77527510. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic,True
URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,1,kaggle_public,False
Why tired what special there you had,0,uci_public,False
Thank you. I like you as well...,0,uci_public,False
Did u download the fring app?,0,uci_public,False
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",0,uci_public,False
All day working day:)except saturday and sunday..,0,uci_public,False
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,0,uci_public,False
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),0,kaggle_public,False
"Sorry, I'll call later in meeting",0,uci_public,False
"Dear Customer, ETB 1,500.00 credited to account 1000****703 from Sifen G.. Ref No: FT53731064. CBE",0,local_synthetic,True
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",1,kaggle_public,False
I havent add Ã¼ yet right.. ,0,uci_public,False
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,kaggle_public,False
No need to ke qi... Ã too bored izzit y suddenly thk of this...,0,uci_public,False
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,1,kaggle_public,False
Lmao!nice 1,0,uci_public,False
Yo! Howz u? girls never rang after india. L,0,uci_public,False
"What's up bruv, hope you had a great break. Do have a rewarding semester.",0,uci_public,False
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,uci_public,False
I dun believe u. I thk u told him.,0,uci_public,False
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,0,kaggle_public,False
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0,uci_public,False
Tiwary to rcb.battle between bang and kochi.,0,uci_public,False
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1,uci_public,False
I.ll hand her my phone to chat wit u,0,uci_public,False
Yeah whatever lol,0,uci_public,False
I think it's all still in my car,0,uci_public,False
Aight sorry I take ten years to shower. What's the plan?,0,uci_public,False
URGENT! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,1,uci_public,False
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",0,uci_public,False
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX76224288. Thank you for using Ethio Telecom.,0,local_synthetic,True
Ryder unsold.now gibbs.,0,uci_public,False
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1,uci_public,False
Please don't text me anymore. I have nothing else to say.,0,uci_public,False
"Since when, which side, any fever, any vomitin.",0,uci_public,False
I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,0,kaggle_public,False
:-( sad puppy noise,0,uci_public,False
Argh why the fuck is nobody in town ;_;,0,uci_public,False
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,0,uci_public,False
Today my system sh get ready.all is well and i am also in the deep well,0,uci_public,False
"This is one of the days you have a billion classes, right?",0,uci_public,False
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://cbe-birr-unblock.top/account",1,local_synthetic,True
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0,uci_public,False
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,1,uci_public,False
Yesterday its with me only . Now am going home.,0,uci_public,False
Tmr then Ã¼ brin lar... Aiya later i come n c lar... Mayb Ã¼ neva set properly Ã¼ got da help sheet wif Ã¼...,0,uci_public,False
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",0,uci_public,False
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1,uci_public,False
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",0,uci_public,False
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",0,uci_public,False
Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,0,uci_public,False
R u over scratching it?,0,uci_public,False
Serious? What like proper tongued her,0,uci_public,False
"Dear Customer, ETB 200.00 debited from account 1000****869 for ATM Withdrawal. Ref No: FT33334579. CBE",0,local_synthetic,True
How come she can get it? Should b quite diff to guess rite...,0,uci_public,False
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,0,uci_public,False
"Win the newest ÂHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1,uci_public,False
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,uci_public,False
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,0,uci_public,False
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",0,uci_public,False
Hey u still at the gym?,0,uci_public,False
HELLO PEACH! MY CAKE TASTS LUSH!,0,uci_public,False
"Wait, do you know if wesleys in town? I bet she does hella drugs!",0,uci_public,False
"Haha yeah, 2 oz is kind of a shitload",0,uci_public,False
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX20309352. Thank you for using Ethio Telecom.,0,local_synthetic,True
"Tee hee. Off to lecture, cheery bye bye.",0,uci_public,False
Ok going to sleep. Hope i can meet her.,0,uci_public,False
To day class is there are no class.,0,uci_public,False
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,0,uci_public,False
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,1,uci_public,False
"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0,uci_public,False
Thanks for ve lovely wisheds. You rock,0,uci_public,False
"That means you got an A in epi, she.s fine. She.s here now.",0,uci_public,False
By monday next week. Give me the full gist,0,uci_public,False
Wherre's my boytoy ? :-(,0,uci_public,False
Now only i reached home. . . I am very tired now. . I will come tomorro,0,uci_public,False
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0,uci_public,False
CBE Urgent Alert: Your mobile banking account 1000****726 has been locked. Verify identity at: http://cbe-online-fix.info/verify,1,local_synthetic,True
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,0,uci_public,False
When did i use soc... I use it only at home... Ã dunno how 2 type it in word ar...,0,uci_public,False
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,1,kaggle_public,False
Lol well don't do it without me. We could have a big sale together.,0,uci_public,False
What Today-sunday..sunday is holiday..so no work..,0,uci_public,False
Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,0,kaggle_public,False
Are you planning to come chennai?,0,uci_public,False
Are there TA jobs available? Let me know please cos i really need to start working,0,uci_public,False
Oic... Then better quickly go bathe n settle down...,0,uci_public,False
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0,uci_public,False
And do you have any one that can teach me how to ship cars.,0,uci_public,False
Not to worry. I'm sure you'll get it.,0,uci_public,False
"4 tacos + 1 rajas burrito, right?",0,uci_public,False
Ya that one is slow as poo,0,uci_public,False
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,0,uci_public,False
Ard 530 like dat lor. We juz meet in mrt station then Ã¼ dun haf to come out.,0,uci_public,False
"Sir Goodmorning, Once free call me.",0,uci_public,False
I will send them to your email. Do you mind  &lt;#&gt;  times per night?,0,uci_public,False
Am only searching for good dual sim mobile pa.,0,uci_public,False
Er mw im filled tuth is aight,0,uci_public,False
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",1,kaggle_public,False
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX23704171. Thank you for using Ethio Telecom.,0,local_synthetic,True
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,1,uci_public,False
Yeah imma come over cause jay wants to do some drugs,0,uci_public,False
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",0,uci_public,False
Have you bookedthe hut? And also your time off? How are you by the way?,0,uci_public,False
Just sleeping..and surfing,0,uci_public,False
He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,0,uci_public,False
Reason is if the team budget is available at last they buy the unsold players for at base rate..,0,uci_public,False
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,0,uci_public,False
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,1,uci_public,False
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,1,uci_public,False
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,1,uci_public,False
Package all your programs well,0,uci_public,False
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0,uci_public,False
"Dear Customer, ETB 1,500.00 credited to account 1000****882 from Dawit Solomon. Ref No: FT71560375. CBE",0,local_synthetic,True
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX45009038. Thank you for using Ethio Telecom.,0,local_synthetic,True
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,1,uci_public,False
Mmm thats better now i got a roast down me! iÂd b better if i had a few drinks down me 2! Good indian?,0,uci_public,False
If You mean the website. Yes.,0,uci_public,False
"Yeah, we can probably swing by once my roommate finishes up with his girl",0,uci_public,False
K...k...yesterday i was in cbe .,0,uci_public,False
You're right I have now that I think about it,0,uci_public,False
I will come tomorrow di,0,uci_public,False
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX67008370. Thank you for using Ethio Telecom.,0,local_synthetic,True
Shant disturb u anymore... Jia you...,0,uci_public,False
I thk 50 shd be ok he said plus minus 10.. Did Ã¼ leave a line in between paragraphs?,0,uci_public,False
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",0,uci_public,False
Ok lor then we go tog lor...,0,uci_public,False
Its ok..come to my home it vl nice to meet and v can chat..,0,uci_public,False
"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",1,kaggle_public,False
Who's there say hi to our drugdealer,0,uci_public,False
Can you say what happen,0,uci_public,False
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",0,uci_public,False
"I prefer my free days... Tues, wed, fri oso can... Ã ask those workin lor...",0,uci_public,False
Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,0,uci_public,False
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX51074573. Thank you for using Ethio Telecom.,0,local_synthetic,True
"Dear Customer, ETB 200.00 debited from account 1000****750 for ATM Withdrawal. Ref No: FT63149864. CBE",0,local_synthetic,True
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,1,kaggle_public,False
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0,uci_public,False
Pls pls find out from aunt nike.,0,uci_public,False
Well. Balls. Time to make calls,0,uci_public,False
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pÂ£3.99,1,uci_public,False
WIN a year supply of CDs 4 a store of ur choice worth Â£500 & enter our Â£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1,uci_public,False
"Not yet chikku..going to room nw, i'm in bus..",0,uci_public,False
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",0,uci_public,False
Huh y lei...,0,uci_public,False
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",0,uci_public,False
Ok no prob,0,uci_public,False
Ok how you dear. Did you call chechi,0,uci_public,False
Excellent! Wish we were together right now!,0,uci_public,False
It shall be fine. I have avalarr now. Will hollalater,0,uci_public,False
That day you asked about anand number. Why:-),0,uci_public,False
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,1,kaggle_public,False
Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,0,kaggle_public,False
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,0,uci_public,False
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",0,uci_public,False
Its going good...no problem..but still need little experience to understand american customer voice...,0,uci_public,False
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",1,uci_public,False
Yup Ã¼ not comin :-(,0,uci_public,False
The wine is flowing and i'm i have nevering..,0,uci_public,False
At home watching tv lor.,0,uci_public,False
U should make a fb list,0,uci_public,False
Oh. U must have taken your REAL Valentine out shopping first.,0,uci_public,False
So how many days since then?,0,uci_public,False
Oh all have to come ah?,0,uci_public,False
"I'm outside islands, head towards hard rock and you'll run into me",0,uci_public,False
Urgent! Please call 09061213237 from a landline. Â£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,1,uci_public,False
"Cool, text me when you head out",0,uci_public,False
Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,1,kaggle_public,False
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,uci_public,False
I'm always looking for an excuse to be in the city.,0,uci_public,False
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,1,uci_public,False
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,0,uci_public,False
Watching telugu movie..wat abt u?,0,uci_public,False
R Ã¼ going 4 today's meeting?,0,uci_public,False
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",0,uci_public,False
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",0,uci_public,False
Wow v v impressed. Have funs shopping!,0,uci_public,False
Filthy stories and GIRLS waiting for your,1,uci_public,False
:( but your not here....,0,uci_public,False
Do have a nice day today. I love you so dearly.,0,uci_public,False
Shhhhh nobody is supposed to know!,0,uci_public,False
What should i eat fo lunch senor,0,uci_public,False
HMM yeah if your not too grooved out! And im looking forward to my pound special :),0,uci_public,False
Oh:)as usual vijay film or its different?,0,uci_public,False
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0,uci_public,False
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",1,uci_public,False
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",0,uci_public,False
Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,0,kaggle_public,False
U WILL SWITCH YOUR FONE ON DAMMIT!!,0,uci_public,False
I've told him that i've returned it. That should i re order it.,0,uci_public,False
 &lt;#&gt;  in mca. But not conform.,0,uci_public,False
URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,1,uci_public,False
Yup i'm free...,0,uci_public,False
CBE Urgent Alert: Your mobile banking account 1000****658 has been locked. Verify identity at: http://cbe-online-fix.info/verify,1,local_synthetic,True
"Dear Customer, ETB 200.00 debited from account 1000****943 for ATM Withdrawal. Ref No: FT27133585. CBE",0,local_synthetic,True
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,0,uci_public,False
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0,uci_public,False
CBE Urgent Alert: Your mobile banking account 1000****415 has been locked. Verify identity at: http://ethiotel-bonus-5g.sbs/claim,1,local_synthetic,True
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),0,uci_public,False
"Trust me. Even if isn't there, its there.",0,uci_public,False
Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,0,uci_public,False
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,0,uci_public,False
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,0,uci_public,False
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,1,uci_public,False
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,1,kaggle_public,False
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,0,uci_public,False
"It wont b until 2.15 as trying 2 sort house out, is that ok?",0,uci_public,False
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,1,kaggle_public,False
Tell rob to mack his gf in the theater,0,uci_public,False
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX58747862. Thank you for using Ethio Telecom.,0,local_synthetic,True
Good morning. At the repair shop--the ONLY reason i'm up at this hour.,0,uci_public,False
I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,0,uci_public,False
"K I'm leaving soon, be there a little after 9",0,uci_public,False
"Did you say bold, then torch later. Or one torch and 2bold?",0,uci_public,False
If I get there before you after your ten billion calls and texts so help me god,0,uci_public,False
Give me a sec to think think about it,0,uci_public,False
"Cool, text me when you're parked",0,uci_public,False
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1,uci_public,False
Get me out of this dump heap. My mom decided to come to lowes. BORING.,0,uci_public,False
Did u see what I posted on your Facebook?,0,uci_public,False
"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,0,kaggle_public,False
Reply to win Â£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1,uci_public,False
