text,label,source
Your Ethio Telecom package will expire in 2 days. Dial *999# to renew your active monthly internet bundle.,0,local_synthetic
ከ Ethio Telecom: 1000 ETB እና 5GB ነፃ የኢንተርኔት ስጦታ አሸንፈዋል! አሁኑኑ ለመቀበል: http://192.168.1.105/cbe-sec,1,local_synthetic
"Dear customer, your request for bill payment of 450 ETB has been completed. Thank you.",0,local_synthetic
ከ Telebirr: 500.00 ETB ለ Marta Tadesse (0911***666) ተልኳል። Transaction ID: TX96106084. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****430 has been locked. Verify identity at: http://telebirr-verify-kyc.xyz/login.php,1,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://192.168.1.105/cbe-sec,1,local_synthetic
ከ 127: ውድ ደንበኛችን የ 100 ETB የአየር ሰዓት ሞልተዋል። ቀሪ ሂሳብዎ 120.50 ETB ነው።,0,local_synthetic
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX54446334. Thank you for using Ethio Telecom.,0,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://192.168.1.105/cbe-sec,1,local_synthetic
ከ Telebirr: 500.00 ETB ለ Dawit Solomon (0911***417) ተልኳል። Transaction ID: TX51289828. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****319 from Abebe Kebede. Ref No: FT83779313. CBE",0,local_synthetic
ከ 127: ውድ ደንበኛችን የ 100 ETB የአየር ሰዓት ሞልተዋል። ቀሪ ሂሳብዎ 120.50 ETB ነው።,0,local_synthetic
"Dear customer, your request for bill payment of 450 ETB has been completed. Thank you.",0,local_synthetic
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://192.168.1.105/cbe-sec",1,local_synthetic
ከ Telebirr: 500.00 ETB ለ Dawit Solomon (0911***324) ተልኳል። Transaction ID: TX95788011. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic
ማስጠንቀቂያ: የ Telebirr መለያዎ ታግዷል። እባክዎን በዚህ ሊንክ በመግባት መለያዎን ያረጋግጡ: http://ethiotel-bonus-5g.sbs/claim,1,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://cbe-birr-unblock.top/account,1,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****346 from Tigist Alemu. Ref No: FT67204717. CBE",0,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://ethiotel-bonus-5g.sbs/claim,1,local_synthetic
"Dear CBE Customer, suspicious login detected on your account. Restore access now: http://telebirr-reward-2026.cfd/auth",1,local_synthetic
"Dear customer, your request for bill payment of 450 ETB has been completed. Thank you.",0,local_synthetic
"Dear Customer, ETB 200.00 debited from account 1000****755 for ATM Withdrawal. Ref No: FT13879134. CBE",0,local_synthetic
Urgent Telebirr Alert: Your wallet is suspended due to unverified KYC. Click here to update immediately: http://telebirr-reward-2026.cfd/auth,1,local_synthetic
"Dear CBE Customer, suspicious login detected on your account. Restore access now: http://cbe-birr-unblock.top/account",1,local_synthetic
"Dear CBE Customer, suspicious login detected on your account. Restore access now: http://telebirr-reward-2026.cfd/auth",1,local_synthetic
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://192.168.1.105/cbe-sec",1,local_synthetic
"Dear Customer, ETB 200.00 debited from account 1000****753 for ATM Withdrawal. Ref No: FT70477500. CBE",0,local_synthetic
ከ Ethio Telecom: 1000 ETB እና 5GB ነፃ የኢንተርኔት ስጦታ አሸንፈዋል! አሁኑኑ ለመቀበል: http://telebirr-reward-2026.cfd/auth,1,local_synthetic
ከ Ethio Telecom: 1000 ETB እና 5GB ነፃ የኢንተርኔት ስጦታ አሸንፈዋል! አሁኑኑ ለመቀበል: http://cbe-birr-unblock.top/account,1,local_synthetic
ማስጠንቀቂያ: የ Telebirr መለያዎ ታግዷል። እባክዎን በዚህ ሊንክ በመግባት መለያዎን ያረጋግጡ: http://telebirr-verify-kyc.xyz/login.php,1,local_synthetic
"Dear CBE Customer, suspicious login detected on your account. Restore access now: http://cbe-online-fix.info/verify",1,local_synthetic
ከ Telebirr: 500.00 ETB ለ Sifen G. (0911***423) ተልኳል። Transaction ID: TX63155678. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic
ከ Telebirr: 500.00 ETB ለ Sifen G. (0911***814) ተልኳል። Transaction ID: TX22474088. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic
"Dear CBE Customer, suspicious login detected on your account. Restore access now: http://telebirr-verify-kyc.xyz/login.php",1,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****867 from Tigist Alemu. Ref No: FT60474303. CBE",0,local_synthetic
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX74863751. Thank you for using Ethio Telecom.,0,local_synthetic
ከ Telebirr: 500.00 ETB ለ Abebe Kebede (0911***492) ተልኳል። Transaction ID: TX27546066. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://cbe-online-fix.info/verify",1,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****367 from Sifen G.. Ref No: FT14967179. CBE",0,local_synthetic
"Dear Customer, ETB 200.00 debited from account 1000****507 for ATM Withdrawal. Ref No: FT49143322. CBE",0,local_synthetic
Your Ethio Telecom package will expire in 2 days. Dial *999# to renew your active monthly internet bundle.,0,local_synthetic
Your Ethio Telecom package will expire in 2 days. Dial *999# to renew your active monthly internet bundle.,0,local_synthetic
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://192.168.1.105/cbe-sec",1,local_synthetic
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://cbe-online-fix.info/verify",1,local_synthetic
ከ 127: ውድ ደንበኛችን የ 100 ETB የአየር ሰዓት ሞልተዋል። ቀሪ ሂሳብዎ 120.50 ETB ነው።,0,local_synthetic
ከ Ethio Telecom: 1000 ETB እና 5GB ነፃ የኢንተርኔት ስጦታ አሸንፈዋል! አሁኑኑ ለመቀበል: http://telebirr-reward-2026.cfd/auth,1,local_synthetic
"Dear CBE Customer, suspicious login detected on your account. Restore access now: http://192.168.1.105/cbe-sec",1,local_synthetic
ከ Ethio Telecom: 1000 ETB እና 5GB ነፃ የኢንተርኔት ስጦታ አሸንፈዋል! አሁኑኑ ለመቀበል: http://cbe-online-fix.info/verify,1,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****551 has been locked. Verify identity at: http://bit.ly/ethio-bonus-claim,1,local_synthetic
ከ 127: ውድ ደንበኛችን የ 100 ETB የአየር ሰዓት ሞልተዋል። ቀሪ ሂሳብዎ 120.50 ETB ነው።,0,local_synthetic
ማስጠንቀቂያ: የ Telebirr መለያዎ ታግዷል። እባክዎን በዚህ ሊንክ በመግባት መለያዎን ያረጋግጡ: http://cbe-birr-unblock.top/account,1,local_synthetic
"Dear CBE Customer, suspicious login detected on your account. Restore access now: http://192.168.1.105/cbe-sec",1,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****408 from Dawit Solomon. Ref No: FT81753498. CBE",0,local_synthetic
"Dear CBE Customer, suspicious login detected on your account. Restore access now: http://bit.ly/ethio-bonus-claim",1,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://ethiotel-bonus-5g.sbs/claim,1,local_synthetic
ከ Ethio Telecom: 1000 ETB እና 5GB ነፃ የኢንተርኔት ስጦታ አሸንፈዋል! አሁኑኑ ለመቀበል: http://bit.ly/ethio-bonus-claim,1,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****195 from Marta Tadesse. Ref No: FT81156615. CBE",0,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****297 has been locked. Verify identity at: http://telebirr-reward-2026.cfd/auth,1,local_synthetic
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX45305333. Thank you for using Ethio Telecom.,0,local_synthetic
"Dear Customer, ETB 200.00 debited from account 1000****909 for ATM Withdrawal. Ref No: FT42367512. CBE",0,local_synthetic
"Dear CBE Customer, suspicious login detected on your account. Restore access now: http://cbe-birr-unblock.top/account",1,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://192.168.1.105/cbe-sec,1,local_synthetic
ከ Ethio Telecom: 1000 ETB እና 5GB ነፃ የኢንተርኔት ስጦታ አሸንፈዋል! አሁኑኑ ለመቀበል: http://cbe-online-fix.info/verify,1,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://cbe-online-fix.info/verify,1,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****158 from Dawit Solomon. Ref No: FT20409435. CBE",0,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://cbe-birr-unblock.top/account,1,local_synthetic
Your Ethio Telecom package will expire in 2 days. Dial *999# to renew your active monthly internet bundle.,0,local_synthetic
ከ Telebirr: 500.00 ETB ለ Marta Tadesse (0911***871) ተልኳል። Transaction ID: TX37929622. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX20422376. Thank you for using Ethio Telecom.,0,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****812 has been locked. Verify identity at: http://192.168.1.105/cbe-sec,1,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****655 from Tigist Alemu. Ref No: FT33112612. CBE",0,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****912 from Tigist Alemu. Ref No: FT86312920. CBE",0,local_synthetic
Urgent Telebirr Alert: Your wallet is suspended due to unverified KYC. Click here to update immediately: http://192.168.1.105/cbe-sec,1,local_synthetic
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX25741324. Thank you for using Ethio Telecom.,0,local_synthetic
Your Ethio Telecom package will expire in 2 days. Dial *999# to renew your active monthly internet bundle.,0,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****303 has been locked. Verify identity at: http://bit.ly/ethio-bonus-claim,1,local_synthetic
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://telebirr-reward-2026.cfd/auth",1,local_synthetic
Your Ethio Telecom package will expire in 2 days. Dial *999# to renew your active monthly internet bundle.,0,local_synthetic
"Dear Customer, ETB 200.00 debited from account 1000****980 for ATM Withdrawal. Ref No: FT80661632. CBE",0,local_synthetic
"Dear CBE Customer, suspicious login detected on your account. Restore access now: http://bit.ly/ethio-bonus-claim",1,local_synthetic
"Dear customer, your request for bill payment of 450 ETB has been completed. Thank you.",0,local_synthetic
Your Ethio Telecom package will expire in 2 days. Dial *999# to renew your active monthly internet bundle.,0,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****787 has been locked. Verify identity at: http://192.168.1.105/cbe-sec,1,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****140 has been locked. Verify identity at: http://telebirr-verify-kyc.xyz/login.php,1,local_synthetic
"Dear customer, your request for bill payment of 450 ETB has been completed. Thank you.",0,local_synthetic
ከ 127: ውድ ደንበኛችን የ 100 ETB የአየር ሰዓት ሞልተዋል። ቀሪ ሂሳብዎ 120.50 ETB ነው።,0,local_synthetic
ማስጠንቀቂያ: የ Telebirr መለያዎ ታግዷል። እባክዎን በዚህ ሊንክ በመግባት መለያዎን ያረጋግጡ: http://cbe-birr-unblock.top/account,1,local_synthetic
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://bit.ly/ethio-bonus-claim",1,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://bit.ly/ethio-bonus-claim,1,local_synthetic
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://telebirr-verify-kyc.xyz/login.php",1,local_synthetic
Your Ethio Telecom package will expire in 2 days. Dial *999# to renew your active monthly internet bundle.,0,local_synthetic
"Dear customer, your request for bill payment of 450 ETB has been completed. Thank you.",0,local_synthetic
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX92339469. Thank you for using Ethio Telecom.,0,local_synthetic
"Dear Customer, ETB 200.00 debited from account 1000****156 for ATM Withdrawal. Ref No: FT89128821. CBE",0,local_synthetic
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX74939182. Thank you for using Ethio Telecom.,0,local_synthetic
ከ Ethio Telecom: 1000 ETB እና 5GB ነፃ የኢንተርኔት ስጦታ አሸንፈዋል! አሁኑኑ ለመቀበል: http://cbe-birr-unblock.top/account,1,local_synthetic
ማስጠንቀቂያ: የ Telebirr መለያዎ ታግዷል። እባክዎን በዚህ ሊንክ በመግባት መለያዎን ያረጋግጡ: http://192.168.1.105/cbe-sec,1,local_synthetic
ከ Telebirr: 500.00 ETB ለ Marta Tadesse (0911***998) ተልኳል። Transaction ID: TX84941878. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://192.168.1.105/cbe-sec,1,local_synthetic
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://telebirr-reward-2026.cfd/auth",1,local_synthetic
Urgent Telebirr Alert: Your wallet is suspended due to unverified KYC. Click here to update immediately: http://192.168.1.105/cbe-sec,1,local_synthetic
ማስጠንቀቂያ: የ Telebirr መለያዎ ታግዷል። እባክዎን በዚህ ሊንክ በመግባት መለያዎን ያረጋግጡ: http://cbe-online-fix.info/verify,1,local_synthetic
ከ Ethio Telecom: 1000 ETB እና 5GB ነፃ የኢንተርኔት ስጦታ አሸንፈዋል! አሁኑኑ ለመቀበል: http://telebirr-reward-2026.cfd/auth,1,local_synthetic
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://cbe-online-fix.info/verify",1,local_synthetic
Your Ethio Telecom package will expire in 2 days. Dial *999# to renew your active monthly internet bundle.,0,local_synthetic
ከ Telebirr: 500.00 ETB ለ Dawit Solomon (0911***768) ተልኳል። Transaction ID: TX49202897. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic
Your Ethio Telecom package will expire in 2 days. Dial *999# to renew your active monthly internet bundle.,0,local_synthetic
ከ Ethio Telecom: 1000 ETB እና 5GB ነፃ የኢንተርኔት ስጦታ አሸንፈዋል! አሁኑኑ ለመቀበል: http://ethiotel-bonus-5g.sbs/claim,1,local_synthetic
"Dear customer, your request for bill payment of 450 ETB has been completed. Thank you.",0,local_synthetic
ከ Ethio Telecom: 1000 ETB እና 5GB ነፃ የኢንተርኔት ስጦታ አሸንፈዋል! አሁኑኑ ለመቀበል: http://cbe-birr-unblock.top/account,1,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****880 from Tigist Alemu. Ref No: FT97861762. CBE",0,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://192.168.1.105/cbe-sec,1,local_synthetic
ከ 127: ውድ ደንበኛችን የ 100 ETB የአየር ሰዓት ሞልተዋል። ቀሪ ሂሳብዎ 120.50 ETB ነው።,0,local_synthetic
ከ 127: ውድ ደንበኛችን የ 100 ETB የአየር ሰዓት ሞልተዋል። ቀሪ ሂሳብዎ 120.50 ETB ነው።,0,local_synthetic
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX68067734. Thank you for using Ethio Telecom.,0,local_synthetic
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://cbe-birr-unblock.top/account",1,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://telebirr-verify-kyc.xyz/login.php,1,local_synthetic
"Dear Customer, ETB 200.00 debited from account 1000****957 for ATM Withdrawal. Ref No: FT66388318. CBE",0,local_synthetic
Your Ethio Telecom package will expire in 2 days. Dial *999# to renew your active monthly internet bundle.,0,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****820 has been locked. Verify identity at: http://cbe-online-fix.info/verify,1,local_synthetic
ከ Telebirr: 500.00 ETB ለ Marta Tadesse (0911***772) ተልኳል። Transaction ID: TX93365489. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic
Urgent Telebirr Alert: Your wallet is suspended due to unverified KYC. Click here to update immediately: http://192.168.1.105/cbe-sec,1,local_synthetic
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX73691753. Thank you for using Ethio Telecom.,0,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****303 has been locked. Verify identity at: http://ethiotel-bonus-5g.sbs/claim,1,local_synthetic
"Dear Customer, ETB 200.00 debited from account 1000****869 for ATM Withdrawal. Ref No: FT33334579. CBE",0,local_synthetic
ከ 127: ውድ ደንበኛችን የ 100 ETB የአየር ሰዓት ሞልተዋል። ቀሪ ሂሳብዎ 120.50 ETB ነው።,0,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://192.168.1.105/cbe-sec,1,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****420 has been locked. Verify identity at: http://cbe-online-fix.info/verify,1,local_synthetic
ከ Telebirr: 500.00 ETB ለ Tigist Alemu (0911***221) ተልኳል። Transaction ID: TX93841986. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://ethiotel-bonus-5g.sbs/claim,1,local_synthetic
ከ 127: ውድ ደንበኛችን የ 100 ETB የአየር ሰዓት ሞልተዋል። ቀሪ ሂሳብዎ 120.50 ETB ነው።,0,local_synthetic
ከ 127: ውድ ደንበኛችን የ 100 ETB የአየር ሰዓት ሞልተዋል። ቀሪ ሂሳብዎ 120.50 ETB ነው።,0,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****184 from Sifen G.. Ref No: FT57560703. CBE",0,local_synthetic
"Dear Customer, ETB 200.00 debited from account 1000****461 for ATM Withdrawal. Ref No: FT47812273. CBE",0,local_synthetic
"Dear Customer, ETB 200.00 debited from account 1000****750 for ATM Withdrawal. Ref No: FT63149864. CBE",0,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****172 has been locked. Verify identity at: http://cbe-birr-unblock.top/account,1,local_synthetic
ከ Telebirr: 500.00 ETB ለ Tigist Alemu (0911***859) ተልኳል። Transaction ID: TX61275706. አጠቃላይ ቀሪ ሒሳብዎ 2450.50 ETB ነው።,0,local_synthetic
ማስጠንቀቂያ: የ Telebirr መለያዎ ታግዷል። እባክዎን በዚህ ሊንክ በመግባት መለያዎን ያረጋግጡ: http://cbe-online-fix.info/verify,1,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****141 from Sifen G.. Ref No: FT70611487. CBE",0,local_synthetic
Urgent Telebirr Alert: Your wallet is suspended due to unverified KYC. Click here to update immediately: http://cbe-online-fix.info/verify,1,local_synthetic
Urgent Telebirr Alert: Your wallet is suspended due to unverified KYC. Click here to update immediately: http://telebirr-verify-kyc.xyz/login.php,1,local_synthetic
"Congratulations! You were selected for a 50,000 ETB Ethio Telecom promo reward. Enter phone number to claim: http://cbe-online-fix.info/verify",1,local_synthetic
"Dear customer, your request for bill payment of 450 ETB has been completed. Thank you.",0,local_synthetic
ከ 127: ውድ ደንበኛችን የ 100 ETB የአየር ሰዓት ሞልተዋል። ቀሪ ሂሳብዎ 120.50 ETB ነው።,0,local_synthetic
ከ Ethio Telecom: 1000 ETB እና 5GB ነፃ የኢንተርኔት ስጦታ አሸንፈዋል! አሁኑኑ ለመቀበል: http://ethiotel-bonus-5g.sbs/claim,1,local_synthetic
Telebirr: You have successfully bought 2GB 7-Days Data Package. Transaction ID: TX23704171. Thank you for using Ethio Telecom.,0,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://cbe-online-fix.info/verify,1,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****755 has been locked. Verify identity at: http://cbe-birr-unblock.top/account,1,local_synthetic
"Dear Customer, ETB 1,500.00 credited to account 1000****336 from Tigist Alemu. Ref No: FT77593985. CBE",0,local_synthetic
Your Ethio Telecom package will expire in 2 days. Dial *999# to renew your active monthly internet bundle.,0,local_synthetic
"Dear Customer, ETB 200.00 debited from account 1000****770 for ATM Withdrawal. Ref No: FT68605146. CBE",0,local_synthetic
ማስጠንቀቂያ: የ Telebirr መለያዎ ታግዷል። እባክዎን በዚህ ሊንክ በመግባት መለያዎን ያረጋግጡ: http://cbe-birr-unblock.top/account,1,local_synthetic
CBE Urgent Alert: Your mobile banking account 1000****928 has been locked. Verify identity at: http://cbe-birr-unblock.top/account,1,local_synthetic
"Dear CBE Customer, suspicious login detected on your account. Restore access now: http://ethiotel-bonus-5g.sbs/claim",1,local_synthetic
ከ 994: የእርስዎ መለያ ለደህንነት ሲባል ተዘግቷል። ለማስተካከል ይጫኑ: http://telebirr-verify-kyc.xyz/login.php,1,local_synthetic
